id,name,terminalName,lat,long,installed,locked,installDate,removalDate,temporary,nbBikes,nbStandardBikes,nbEBikes,nbEmptyDocks,nbDocks
531,"Twig Folly Bridge, Mile End",200167,51.530326,-0.042744,true,false,1328778840000,,false,15,13,2,6,21
532,"Jubilee Plaza, Canary Wharf",200163,51.50357,-0.020068,true,false,1328886360000,,false,35,35,0,28,63
533,"Wellington Row, Bethnal Green",200165,51.528222,-0.069743,true,false,,,false,26,24,2,7,33
534,"Goldsmith's Row, Haggerston",200159,51.531864,-0.066035,true,false,,,false,24,21,3,3,27
535,"Gloucester Avenue, Camden Town",200145,51.537349,-0.147154,true,false,,,false,9,9,0,15,24
536,"Queensbridge Road, Haggerston",200024,51.53385,-0.06992,true,false,,,false,9,8,1,26,35
537,"Old Montague Street, Whitechapel",200239,51.51793,-0.067937,true,false,1330352880000,,false,9,9,0,9,18
538,"Naval Row, Blackwall",200050,51.508981,-0.00699,true,false,,,false,15,15,0,6,21
540,"Albany Street, The Regent's Park",200134,51.528302,-0.144466,true,false,,,false,13,13,0,14,27
541,"Green Park Station, Mayfair",200096,51.506613,-0.142844,true,false,,,false,8,8,0,20,28
542,"Salmon Lane, Limehouse",200147,51.514115,-0.033828,true,false,,,false,4,2,2,29,33
543,"Lansdowne Walk, Ladbroke Grove",200065,51.509591,-0.204666,true,false,,,false,6,6,0,15,21
544,"Percival Street, Finsbury",200051,51.526153,-0.102208,true,false,,,false,18,18,0,4,22
545,"Arlington Road, Camden Town",200070,51.539957,-0.145246,true,false,,,false,9,9,0,15,24
546,"New Fetter Lane, Holborn",200044,51.517428,-0.107987,true,false,,,false,1,1,0,20,21
547,"East India DLR, Blackwall",200127,51.509474,-0.002275,true,false,,,false,26,26,0,25,51
548,"Westminster Bridge Road, Elephant & Castle",200076,51.498386,-0.107913,true,false,,,false,18,17,1,8,26
549,"Gaywood  Street, Elephant & Castle",200132,51.49605,-0.104193,true,false,,,false,42,42,0,3,45
550,"Harford Street, Mile End",200102,51.521564,-0.039264,true,false,,,false,11,9,2,12,23
551,"Import Dock, Canary Wharf",200066,51.505772,-0.016460175,true,false,1330071720000,,false,26,26,0,13,39
552,"Watney Street, Shadwell",200149,51.511542,-0.056667,true,false,,,false,22,22,0,5,27
553,"Regent's Row , Haggerston",200064,51.535678,-0.062546,true,false,,,false,18,17,1,6,24
554,"Aberfeldy Street, Poplar",200078,51.513548,-0.005659,true,false,,,false,15,15,0,1,16
556,"Heron Quays DLR, Canary Wharf",200138,51.502661,-0.021596,true,false,,,false,21,21,0,6,27
557,"King Edward Street, St Pauls",200203,51.51601,-0.0985,true,false,,,false,0,0,0,20,20
558,"Page Street, Westminster",200048,51.493978,-0.127554,true,false,1399635120000,,false,3,3,0,21,24
559,"Abbotsbury Road, Holland Park",200111,51.501391,-0.205991,true,false,,,false,14,14,0,10,24
560,"Ladbroke Grove Central, Ladbroke Grove",200015,51.511624,-0.205921,true,false,,,false,8,7,1,13,21
561,"Rectory Square, Stepney",200037,51.518369,-0.043371,true,false,1330503540000,,false,14,14,0,8,22
562,"Bury Place, Holborn",200074,51.51746,-0.12335,true,false,1330503420000,,false,1,1,0,20,21
563,"Preston's Road, Cubitt Town",200232,51.499286,-0.009152,true,false,,,false,5,5,0,21,26
564,"Somerset House, Strand",200068,51.509943,-0.117619,true,false,,,false,34,34,0,7,41
565,"Selby Street, Whitechapel",200135,51.521905,-0.063386,true,false,,,false,2,2,0,15,17
566,"Westfield Ariel Way, White City",200141,51.509158,-0.224103,true,false,1330937940000,,false,39,39,0,3,42
568,"Bishop's Bridge Road West, Bayswater",200110,51.51616,-0.18697,true,false,,,false,18,18,0,0,18
569,"Pitfield Street Central, Hoxton",200248,51.53213,-0.08299,true,false,,,false,25,25,0,5,30
570,"Upper Bank Street, Canary Wharf",200099,51.503083,-0.017676,true,false,1330773180000,,false,25,25,0,11,36
571,"Westfield Southern Terrace ,Shepherd's Bush",200061,51.506256,-0.218337,true,false,1330620180000,,false,24,24,0,5,29
572,"Greenland Road, Camden Town",200026,51.539099,-0.141728,true,false,,,false,17,16,1,19,36
573,"Limerston Street, West Chelsea",200001,51.485587,-0.18119,true,false,1331796060000,,false,11,10,1,7,18
574,"Eagle Wharf Road, Hoxton",200246,51.53356,-0.09315,true,false,1333618560000,,false,42,36,6,3,45
576,"Alpha Grove, Millwall",200109,51.497304,-0.022793,true,false,,,false,22,22,0,1,23
577,"Globe Town Market, Bethnal Green",200247,51.528869,-0.047548,true,false,,,false,8,8,0,12,20
578,"Hollybush Gardens, Bethnal Green",200244,51.527607,-0.057133,true,false,1330444680000,,false,31,31,0,1,32
579,"Queen Street 2, Bank",200128,51.511246,-0.093051,true,false,,,false,11,11,0,25,36
580,"Doddington Grove, Kennington",200084,51.48692917,-0.102996299,true,false,1392208500000,,false,28,28,0,8,36
581,"New Cavendish Street, Marylebone",200005,51.519167,-0.147983,true,false,1331883540000,,false,2,2,0,16,18
583,"Abingdon Green, Westminster",200231,51.49764,-0.12597218,true,false,,,false,0,0,0,20,20
584,"Ilchester Gardens, Bayswater",200086,51.51244,-0.19096,true,false,,,false,13,12,1,8,21
586,"Mudchute DLR, Cubitt Town",200092,51.490645,-0.014582,true,false,1331797200000,,false,6,5,1,25,31
587,"Monument Street, Monument",200101,51.50964,-0.08497,true,false,1332406320000,,false,0,0,0,22,22
588,"Hoxton Street, Hoxton",200071,51.52959,-0.0801,true,false,1330937820000,,false,16,15,1,11,27
589,"Drayton Gardens, West Chelsea",200060,51.487196,-0.179369,true,false,,,false,11,9,2,7,18
590,"Greenberry Street, St.John's Wood",200236,51.53256,-0.16862,true,false,,,false,2,1,1,24,26
592,"Bishop's Bridge Road East, Bayswater",200108,51.5171,-0.18377,true,false,,,false,3,2,1,17,20
593,"Northdown Street, King's Cross",200058,51.531066,-0.11934,true,false,,,false,12,12,0,9,21
594,"Kingsway Southbound, Strand",200226,51.513875,-0.117774,true,false,1331710680000,,false,0,0,0,33,33
595,"Hammersmith Road, Hammersmith",200142,51.493267,-0.21985,true,false,,,false,3,3,0,19,22
596,"Parson's Green , Parson's Green",200237,51.472817,-0.199783,true,false,,,false,4,2,2,17,21
597,"Fulham Park Road, Fulham",200229,51.473471,-0.20782,true,false,,,false,10,10,0,17,27
598,"Southerton Road, Hammersmith",200166,51.494499,-0.228188,true,false,1501544700000,,false,30,29,1,8,38
599,"Manbre Road, Hammersmith",200235,51.485743,-0.223616,true,false,,,false,4,3,1,24,28
600,"South Lambeth Road, Vauxhall",200133,51.481747,-0.124642,true,false,,,false,17,16,1,4,21
601,"BBC White City, White City",200136,51.514767,-0.225787,true,false,,,false,21,21,0,15,36
602,"Union Grove, Wandsworth Road",200211,51.472993,-0.133972,true,false,,,false,35,35,0,10,45
603,"Caldwell Street, Stockwell",200137,51.477839,-0.116493,true,false,,,false,23,22,1,21,44
604,"St Martins Close, Camden Town",200195,51.538792,-0.138535,true,false,,,false,4,3,1,14,18
605,"Seymour Place, Marylebone",200198,51.520331,-0.163667,true,false,,,false,27,27,0,2,29
606,"Addison Road, Holland Park",200218,51.504199,-0.210941,true,false,,,false,5,5,0,21,26
607,"Putney Bridge Station, Fulham",200125,51.468814,-0.210279,true,false,,,false,16,16,0,5,21
608,"Colet Gardens, Hammersmith",200224,51.491093,-0.216493,true,false,,,false,16,16,0,14,30
609,"Sugden Road, Clapham",200208,51.46512358,-0.157788279,true,false,1380109980000,,false,5,5,0,14,19
610,"Danvers Street, West Chelsea",200222,51.48256792,-0.172078187,true,false,1380113460000,,false,12,12,0,9,21
611,"Princedale Road , Holland Park",200067,51.50646524,-0.208486599,true,false,1380203940000,,false,9,9,0,11,20
612,"Wandsworth Rd, Isley Court, Wandsworth Road",200175,51.46925984,-0.141812513,true,false,1380294600000,,false,23,23,0,7,30
613,"Woodstock Grove, Shepherd's Bush",200214,51.50403821,-0.217400093,true,false,1380211860000,,false,15,15,0,9,24
614,"London Fields, Hackney Central",200025,51.54119,-0.058826101,true,false,1380795000000,,false,19,16,3,2,21
615,"Finlay Street, Fulham",200029,51.4768851,-0.215895601,true,false,1380288900000,,false,10,10,0,14,24
616,"Aintree Street, Fulham",200098,51.48102131,-0.209973497,true,false,,,false,18,18,0,6,24
617,"Elysium Place, Fulham",200028,51.47107905,-0.207842908,true,false,1380531540000,,false,6,6,0,15,21
618,"Eel Brook Common, Walham Green",300003,51.47625965,-0.193254007,true,false,1380546540000,,false,5,4,1,19,24
619,"Irene Road, Parsons Green",300012,51.4737636,-0.197010096,true,false,1380552360000,,false,16,14,2,27,43
620,"Surrey Lane, Battersea",300010,51.47518024,-0.167160736,true,false,1380629040000,,false,22,22,0,6,28
621,"Wandsworth Town Station, Wandsworth",200091,51.46086446,-0.187427294,true,false,1380899280000,,false,16,15,1,17,33
622,"Lansdowne Road, Ladbroke Grove",200172,51.50748124,-0.205535908,true,false,1380901680000,,false,0,0,0,29,29
623,"Nantes Close, Wandsworth",200186,51.46193072,-0.180791784,true,false,1381135320000,,false,3,3,0,19,22
624,"Courland Grove, Wandsworth Road",200173,51.4729184,-0.132102704,true,false,1381224240000,,false,19,19,0,21,40
625,"Queen's Circus, Battersea Park",200190,51.47761941,-0.149551631,true,false,1381227480000,,false,10,9,1,18,28
626,"Normand Park, West Kensington",300008,51.48438657,-0.20481514,true,false,1381920300000,,false,23,22,1,1,24
627,"Holden Street, Battersea",200007,51.4687905,-0.158230901,true,false,1381931400000,,false,5,5,0,15,20
628,"William Morris Way, Sands End",200062,51.46881971,-0.184318843,true,false,1381414980000,,false,12,11,1,14,26
629,"Morie Street, Wandsworth",200187,51.45995384,-0.190184054,true,false,1381479480000,,false,10,9,1,18,28
630,"Clarence Walk, Stockwell",200194,51.47073264,-0.126994068,true,false,1381487100000,,false,11,11,0,17,28
631,"Battersea Park Road, Nine Elms",200183,51.4795017,-0.141770709,true,false,1381245300000,,false,10,9,1,17,27
632,"Sheepcote Lane, Battersea",200176,51.47053858,-0.163041605,true,false,1381220700000,,false,19,18,1,9,28
633,"Vereker Road, West Kensington",200116,51.48959104,-0.209378594,true,false,1381402920000,,false,9,9,0,23,32
634,"Brook Green South, Brook Green",300002,51.49434708,-0.215804559,true,false,1381743780000,,false,6,6,0,27,33
635,"Greyhound Road, Hammersmith",200215,51.48606206,-0.214428378,true,false,1381756440000,,false,14,14,0,23,37
636,"South Park, Sands End",200180,51.46706414,-0.193502076,true,false,1381846320000,,false,1,1,0,27,28
637,"Spencer Park, Wandsworth Common",200191,51.45787019,-0.174691623,true,false,1381933680000,,false,6,5,1,19,25
640,"Silverthorne Road, Battersea",200179,51.47286577,-0.148059277,true,false,1382010420000,,false,9,9,0,19,28
641,"Archbishop's Park, Waterloo",300025,51.49824168,-0.117495865,true,false,1381926900000,,false,3,3,0,20,23
642,"Fawcett Close, Battersea",200192,51.46916161,-0.174485792,true,false,1381934220000,,false,12,12,0,24,36
643,"All Saints' Road, Portobello",300026,51.5190427,-0.204764421,true,false,1382010720000,,false,1,1,0,21,22
644,"Rainville Road, Hammersmith",200182,51.48373225,-0.223852256,true,false,1382278560000,,false,8,8,0,28,36
645,"Great Suffolk Street, The Borough",200200,51.50173215,-0.100292412,true,false,1382110800000,,false,13,12,1,8,21
646,"Buckingham Gate, Westminster",200178,51.49886563,-0.137424571,true,false,1382084340000,,false,1,1,0,15,16
647,"Richmond Way, Shepherd's Bush",200181,51.50035306,-0.217515071,true,false,1382347140000,,false,5,5,0,22,27
648,"Peterborough Road, Sands End",200171,51.46904022,-0.19627483,true,false,1382352840000,,false,0,0,0,30,30
649,"World's End Place, West Chelsea",300009,51.48180515,-0.18027465,true,false,1382348400000,,false,9,9,0,13,22
650,"St. Mark's Road, North Kensington",300034,51.51687069,-0.213872396,true,false,1382438520000,,false,13,12,1,8,21
651,"Thorndike Close, West Chelsea",300030,51.48089844,-0.183853573,true,false,1382441580000,,false,10,9,1,15,25
652,"Evesham Street, Avondale",300022,51.51148696,-0.218190203,true,false,1381848540000,,false,6,6,0,23,29
653,"Simpson Street, Clapham Junction",200196,51.47084722,-0.17070367,true,false,1382539860000,,false,11,10,1,14,25
654,"Ashmole Estate, Oval",200223,51.48267821,-0.117661574,true,false,1382520000000,,false,11,10,1,23,34
655,"Crabtree Lane, Fulham",200221,51.48294452,-0.219346128,true,false,1382611200000,,false,12,12,0,15,27
656,"Broomhouse Lane, Parsons Green",200040,51.46841875,-0.199135704,true,false,1382614560000,,false,12,11,1,17,29
657,"Blythe Road West, Shepherd's Bush",200220,51.49968,-0.221791551,true,false,1382621400000,,false,9,9,0,12,21
658,"Ethelburga Estate, Battersea Park",300005,51.47729232,-0.16478637,true,false,1383731100000,,false,16,15,1,14,30
659,"Blackfriars Station, St. Paul's",200212,51.511934,-0.10307894,true,false,1382697060000,,false,18,18,0,17,35
660,"West Kensington Station, West Kensington",300020,51.49087074,-0.206029743,true,false,1382705340000,,false,15,15,0,7,22
661,"All Saints Church, Portobello",300023,51.51632095,-0.202608612,true,false,1382887680000,,false,7,7,0,30,37
662,"Phene Street, Chelsea",200189,51.48498496,-0.167919869,true,false,1382866680000,,false,20,20,0,4,24
663,"Clarendon Road, Avondale",200124,51.51323001,-0.211593602,true,false,1382870040000,,false,11,11,0,13,24
664,"Austin Road, Battersea Park",300013,51.474376,-0.155442787,true,false,1382964300000,,false,15,15,0,9,24
665,"Smugglers Way, Wandsworth",200113,51.46108367,-0.191722864,true,false,1382975700000,,false,2,2,0,20,22
666,"Harris Academy, Bermondsey",300004,51.492668,-0.072350665,true,false,1383063480000,,false,6,6,0,12,18
667,"Shepherd's Bush Road North, Shepherd's Bush",200209,51.5015946,-0.222293381,true,false,1383136140000,,false,28,28,0,6,34
668,"Ravenscourt Park Station, Hammersmith",300037,51.49422354,-0.236769936,true,false,1383143160000,,false,26,25,1,0,26
669,"Teversham Lane, Stockwell",300036,51.47614939,-0.1232585,true,false,1383147660000,,false,39,39,0,0,39
670,"Ashley Crescent, Battersea",200169,51.46718562,-0.152248582,true,false,1383212640000,,false,16,15,1,12,28
671,"Parsons Green Station, Parsons Green",300052,51.475089,-0.201968,true,false,1383217920000,,false,1,1,0,55,56
672,"Chicheley Street, South Bank",200206,51.502698,-0.1167474,true,false,1383221460000,,false,20,20,0,4,24
673,"Hibbert Street, Battersea",300051,51.46517078,-0.18038939,true,false,1383319500000,,false,24,20,4,12,36
674,"Carnegie Street, King's Cross",300035,51.53546778,-0.11619105,true,false,,,false,17,17,0,23,40
675,"Usk Road, Clapham Junction",200126,51.46348914,-0.182126248,true,false,1383322320000,,false,10,9,1,20,30
676,"Hartington Road, Stockwell",200207,51.47787084,-0.126874471,true,false,1383584400000,,false,23,22,1,12,35
677,"Heath Road, Battersea",200023,51.46866929,-0.146544642,true,false,1383476160000,,false,11,9,2,16,27
678,"Esmond Street, Putney",200170,51.46231278,-0.211468596,true,false,1383653580000,,false,1,1,0,29,30
679,"Orbel Street, Battersea",200114,51.47453545,-0.170210533,true,false,1383661200000,,false,16,15,1,10,26
680,"Westbridge Road, Battersea",200210,51.47768469,-0.170329317,true,false,1383657480000,,false,11,11,0,17,28
681,"Bishop's Avenue, Fulham",200043,51.47303687,-0.214749808,true,false,1383733440000,,false,4,4,0,42,46
682,"Crisp Road, Hammersmith",200059,51.48810829,-0.22660621,true,false,1383738240000,,false,40,40,0,6,46
683,"Dorothy Road, Clapham Junction",200119,51.46506424,-0.163750945,true,false,1383750420000,,false,5,3,2,23,28
684,"Neville Gill Close, Wandsworth",200188,51.45475251,-0.195197203,true,false,1383823380000,,false,27,27,0,5,32
685,"Osiers Road, Wandsworth",200219,51.46067005,-0.198735357,true,false,1383827400000,,false,12,12,0,18,30
686,"Beryl Road, Hammersmith",200097,51.48814438,-0.222456468,true,false,1383835560000,,false,15,15,0,11,26
687,"Clements Road, Bermondsey",200216,51.4954,-0.061698585,true,false,1383838440000,,false,14,14,0,9,23
688,"Northfields, Wandsworth",200204,51.46095151,-0.20066766,true,false,1383915240000,,false,15,15,0,13,28
689,"Spanish Road, Clapham Junction",200106,51.45922541,-0.180884959,true,false,1383918180000,,false,9,9,0,21,30
690,"Stanley Grove, Battersea",200199,51.47047503,-0.152130083,true,false,1383924660000,,false,10,7,3,14,24
691,"Erin Close, Walham Green",200184,51.47946386,-0.195777222,true,false,1384763520000,,false,0,0,0,24,24
692,"Cadogan Close, Victoria Park",200112,51.54211855,-0.028941601,true,false,1384166220000,,false,19,19,0,3,22
693,"Felsham Road, Putney",300019,51.464786,-0.215618902,true,false,1384001160000,,false,7,6,1,11,18
694,"Putney Rail Station, Putney",300033,51.46071722,-0.216526155,true,false,1384004640000,,false,6,6,0,14,20
695,"Islington Green, Angel",300031,51.53638435,-0.102757578,true,false,1384172820000,,false,16,15,1,5,21
696,"Charing Cross Hospital, Hammersmith",300018,51.48728535,-0.217995921,true,false,1384180020000,,false,19,18,1,2,21
697,"Charlotte Terrace, Angel",200129,51.53639219,-0.112721065,true,false,1384251120000,,false,21,19,2,4,25
698,"Shoreditch Court, Haggerston",200121,51.53908372,-0.070329419,true,false,1384254300000,,false,5,4,1,30,35
699,"Belford House, Haggerston",200057,51.5366541,-0.07023031,true,false,1384256040000,,false,1,1,0,38,39
700,"Battersea Church Road, Battersea",200201,51.47696496,-0.174347066,true,false,1384343280000,,false,9,9,0,16,25
701,"Vicarage Crescent, Battersea",200077,51.47287627,-0.176267008,true,false,1384345080000,,false,24,22,2,6,30
702,"Durant Street, Bethnal Green",200213,51.52868155,-0.065550321,true,false,1384345860000,,false,8,6,2,16,24
703,"St. Bride Street, Holborn",200094,51.51505991,-0.10534448,true,false,1384357800000,,false,1,1,0,24,25
704,"Mexfield Road, East Putney",200063,51.45682071,-0.202802098,true,false,1384443480000,,false,7,6,1,11,18
705,"Upper Richmond Road, Putney",300042,51.45971528,-0.212145939,true,false,1384453020000,1539845700000,true,0,0,0,25,25
706,"Snowsfields, London Bridge",200193,51.50215353,-0.083632928,true,false,1384420920000,,false,14,14,0,17,31
707,"Barons Court Station, West Kensington",200197,51.49021762,-0.215087092,true,false,1384435680000,,false,10,10,0,22,32
708,"Disraeli Road, Putney",200217,51.46161068,-0.21614583,true,false,1384530180000,,false,16,16,0,17,33
709,"Montserrat Road , Putney",200205,51.46321128,-0.215550761,true,false,1384510140000,,false,20,19,1,3,23
710,"Albert Bridge Road, Battersea Park",300045,51.47439218,-0.163347594,true,false,1384520580000,,false,18,16,2,2,20
711,"Everington Street, Fulham",300028,51.48335692,-0.216305546,true,false,1384791540000,,false,6,6,0,25,31
712,"Mile End Stadium, Mile End",300056,51.51854104,-0.034903714,true,false,1384797120000,,false,7,6,1,15,22
713,"Hawley Crescent, Camden Town",200122,51.54100708,-0.14326094,true,false,1384774620000,,false,3,3,0,19,22
714,"Stewart's Road, Wandsworth Road",300055,51.47311696,-0.137235175,true,false,1384865400000,,false,6,6,0,22,28
715,"Aylward Street, Stepney",300049,51.51563007,-0.049067243,true,false,1384868460000,,false,16,15,1,6,22
716,"Stainsby Road , Poplar",300048,51.51542791,-0.02356501,true,false,1384873500000,,false,13,13,0,11,24
717,"Dunston Road , Haggerston",300024,51.53658514,-0.075885686,true,false,1384952400000,,false,27,25,2,16,43
718,"Ada Street, Hackney Central",300040,51.53571683,-0.060291813,true,false,1384962840000,,false,9,9,0,36,45
719,"Victoria Park Road, Hackney Central",300011,51.53642464,-0.054162264,true,false,1384968480000,,false,10,9,1,24,34
720,"Star Road, West Kensington",300038,51.48724429,-0.205279052,true,false,1385025840000,,false,17,17,0,6,23
721,"Wendon Street, Old Ford",300039,51.53603947,-0.026262677,true,false,1385028480000,,false,10,9,1,8,18
722,"Finnis Street, Bethnal Green",300041,51.52458353,-0.058631453,true,false,1385028600000,,false,5,5,0,14,19
723,"Stephendale Road, Sands End",300053,51.46822047,-0.190346493,true,false,1385035380000,,false,6,5,1,42,48
724,"Alma Road, Wandsworth",300046,51.45799126,-0.184806157,true,false,1385125380000,,false,13,13,0,15,28
725,"Walworth Square, Walworth",300050,51.491327,-0.096518684,true,false,1563352500000,,false,23,22,1,1,24
726,"Alfreda Street, Battersea Park",300047,51.47505096,-0.150908371,true,false,1385128740000,,false,10,6,4,12,22
727,"Chesilton Road, Fulham",300054,51.47569809,-0.20587627,true,false,1385132160000,,false,11,9,2,12,23
728,"Putney Bridge Road, East Putney",300044,51.46199911,-0.206240805,true,false,1385466780000,,false,4,4,0,25,29
729,"St. Peter's Terrace, Fulham",300043,51.47893931,-0.208485293,true,false,1385391300000,,false,17,17,0,7,24
730,"Bridge Avenue, Hammersmith",300082,51.49208492,-0.229116862,true,false,1385132580000,,false,13,13,0,5,18
731,"Michael Road, Walham Green",300095,51.47727637,-0.189210466,true,false,1385394720000,,false,5,5,0,32,37
732,"Duke Street Hill, London Bridge",300083,51.50630441,-0.087262995,true,false,1385458020000,,false,15,15,0,6,21
733,"Park Lane, Mayfair",300093,51.50542628,-0.150817316,true,false,1385460840000,,false,2,2,0,16,18
734,"Plough Terrace, Clapham Junction",300094,51.46230566,-0.175407201,true,false,1385464500000,,false,9,9,0,22,31
735,"Grant Road East, Clapham Junction",200120,51.46489445,-0.17302926,true,false,1385383080000,,false,14,14,0,14,28
736,"Queensdale Road, Shepherd's Bush",300088,51.50659035,-0.216104479,true,false,1385472900000,,false,27,27,0,1,28
737,"Fulham Broadway, Walham Green",300086,51.47993289,-0.19411695,true,false,1385554620000,,false,2,2,0,24,26
738,"Imperial Road, Sands End",300087,51.47514228,-0.187278987,true,false,1385563380000,,false,4,4,0,33,37
739,"Hortensia Road, West Brompton",300091,51.48176572,-0.185273723,true,false,1385631000000,,false,21,21,0,7,28
740,"Sirdar Road, Avondale",300084,51.51092871,-0.214594781,true,false,1385635440000,,false,11,11,0,15,26
741,"Freston Road, Avondale",300085,51.5129814,-0.219486603,true,false,1385640120000,,false,21,21,0,2,23
742,"Blenheim Crescent, Ladbroke Grove",300090,51.51510818,-0.208565479,true,false,1385649540000,,false,9,9,0,13,22
743,"Oxford Road, Putney",300078,51.46079243,-0.212607684,true,false,1385723700000,,false,1,1,0,28,29
744,"Ingrave Street, Clapham Junction",300077,51.46745485,-0.172293499,true,false,1385729760000,,false,8,8,0,22,30
745,"Upcerne Road, West Chelsea",300075,51.47816972,-0.18243547,true,false,1385740020000,,false,11,11,0,18,29
746,"Lots Road, West Chelsea",300076,51.4795738,-0.17903854,true,false,1385985720000,,false,11,11,0,13,24
747,"Ormonde Gate, Chelsea",300089,51.48796408,-0.161765173,true,false,1385997240000,,false,6,6,0,18,24
748,"Hertford Road, De Beauvoir Town",300092,51.53727795,-0.079201849,true,false,1386159900000,,false,14,11,3,11,25
749,"Haggerston Road, Haggerston",300081,51.53932857,-0.074284675,true,false,1386172440000,,false,10,8,2,27,37
750,"Culvert Road, Battersea",300080,51.4710956,-0.157850096,true,false,1386240360000,,false,16,15,1,11,27
751,"Newton Street, Covent Garden",300074,51.51612862,-0.120909408,true,false,1386250800000,,false,19,19,0,5,24
752,"London Street, Paddington",300079,51.515117,-0.17371276,true,false,1650364320000,,false,16,13,3,3,19
754,"Grenfell Road, Avondale",300067,51.5129006,-0.214762686,true,false,1389003540000,,false,22,22,0,2,24
755,"The Vale, Chelsea",300058,51.48512191,-0.174971902,true,false,1389008580000,,false,5,5,0,19,24
756,"Prince of Wales Drive, Battersea Park",300073,51.47515398,-0.159169801,true,false,1390223040000,,false,1,1,0,20,21
757,"Harcourt Terrace, West Brompton",300069,51.48795853,-0.187404506,true,false,1389094260000,,false,5,4,1,19,24
758,"Westbourne Park Road, Portobello",300057,51.51787005,-0.201005397,true,false,1389178020000,,false,4,4,0,19,23
759,"Broadley Terrace, Marylebone",300072,51.52456169,-0.165668686,true,false,1389627480000,,false,13,13,0,5,18
761,"Humbolt Road, Fulham",300068,51.48321729,-0.211860644,true,false,1389781800000,,false,10,10,0,16,26
762,"Storey's Gate, Westminster",200202,51.50070305,-0.129698963,true,false,1392039000000,,false,0,0,0,21,21
763,"Mile End Park Leisure Centre, Mile End",300027,51.52059714,-0.032566533,true,false,1392043020000,,false,11,9,2,36,47
764,"St. John's Road, Clapham Junction",200185,51.46239255,-0.16829214,true,false,1392633480000,,false,33,32,1,0,33
765,"Ranelagh Gardens, Fulham",300064,51.46760141,-0.20682737,true,false,1392986940000,,false,37,37,0,2,39
766,"Ram Street, Wandsworth",200079,51.45752945,-0.192165613,true,false,1392894840000,,false,13,13,0,12,25
767,"Santos Road, Wandsworth",200177,51.45705988,-0.200806304,true,false,1393406280000,,false,10,10,0,20,30
768,"Clapham Common North Side, Clapham Common",300065,51.46134382,-0.159322467,true,false,1393494060000,,false,5,5,0,32,37
769,"Sandilands Road, Walham Green",300001,51.473611,-0.191803,true,false,1393939560000,,false,12,12,0,9,21
770,"Gwendwr Road, West Kensington",300097,51.491026,-0.209121,true,false,1394099280000,,false,14,14,0,16,30
771,"Rifle Place, Avondale",300007,51.509224,-0.216016,true,false,1394018400000,,false,7,7,0,14,21
772,"Binfield Road, Stockwell",300015,51.47250956,-0.122831913,true,false,1396442100000,,false,19,19,0,16,35
773,"Tallis Street, Temple",300096,51.511891,-0.107349,true,false,1396262520000,,false,0,0,0,24,24
774,"Hurlingham Park, Parsons Green",300098,51.470131,-0.20464,true,false,1396265880000,,false,3,2,1,17,20
775,"Little Brook Green, Brook Green",300101,51.496664,-0.223868,true,false,1396270320000,,false,20,20,0,13,33
776,"Abyssinia Close, Clapham Junction",300099,51.460333,-0.167029,true,false,1396273320000,,false,20,19,1,0,20
777,"Limburg Road, Clapham Junction",300100,51.4619230679,-0.165297856693,true,false,1406282940000,,false,6,5,1,15,21
779,"Houndsditch, Aldgate",200072,51.514449,-0.077178979,true,false,1435313700000,,false,5,5,0,23,28
780,"Imperial Wharf Station, Sands End",300070,51.474665,-0.18316517,true,false,1439455200000,,false,12,11,1,13,25
781,"Victoria & Albert Museum, South Kensington",300032,51.495898,-0.173009,true,false,1446485340000,,false,0,0,0,30,30
782,"Halford Road, West Kensington",300210,51.483911,-0.19760944,true,false,1446485820000,,false,8,8,0,16,24
783,"Monier Road, Hackney Wick",300213,51.5403115,-0.021630359,true,false,1448529660000,,false,11,10,1,16,27
784,"East Village, Queen Elizabeth Olympic Park",300200,51.546326,-0.00993526,true,false,1452789240000,,false,6,5,1,28,34
785,"Aquatic Centre, Queen Elizabeth Olympic Park",300233,51.54094,-0.010510565,true,false,1451908440000,,false,58,56,2,6,64
786,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",300029,51.549369,-0.015717614,true,false,1451918160000,,false,26,24,2,18,44
787,"Timber Lodge, Queen Elizabeth Olympic Park",300227,51.546805,-0.01469126,true,false,1451900700000,,false,6,6,0,29,35
788,"Copper Box Arena, Queen Elizabeth Olympic Park",300226,51.544909,-0.0205426,true,false,1451906880000,,false,15,15,0,16,31
789,"Podium, Queen Elizabeth Olympic Park",300021,51.538718,-0.011889482,true,false,1452507000000,,false,12,11,1,28,40
790,"Stratford Station, Stratford",300234,51.541793,-0.00481,true,false,1452687420000,,false,26,26,0,2,28
792,"Blackfriars Road, Southwark",300214,51.505461,-0.10454093,true,false,1454926380000,,false,15,15,0,27,42
793,"Cromer Street, Bloomsbury",300205,51.528279,-0.11955857,true,false,1459424760000,,false,27,25,2,1,28
794,"Victoria Rise, Clapham Common",300204,51.461376,-0.14780467,true,false,1456404240000,,false,7,7,0,16,23
795,"Euston Square Gardens, Euston",300203,51.527068,-0.13186102,true,false,1456744740000,,false,3,2,1,27,30
796,"Coram Street, Bloomsbury",300201,51.524,-0.12640984,true,false,1456746420000,,false,28,26,2,1,29
797,"Ossulston Street, Somers Town",300211,51.5293,-0.12827903,true,false,1456839540000,,false,13,13,0,17,30
