id,name,terminalName,lat,long,installed,locked,installDate,removalDate,temporary,nbBikes,nbStandardBikes,nbEBikes,nbEmptyDocks,nbDocks
250,"Royal Avenue 1, Chelsea",003440,51.489932,-0.162727,true,false,1279641000000,,false,10,10,0,0,10
251,"Brushfield Street, Liverpool Street",001161,51.518908,-0.079249,true,false,1279700160000,,false,3,3,0,31,34
253,"Shoreditch Park, Hoxton",001051,51.53404294,-0.086379717,true,false,1279700820000,,false,13,13,0,17,30
254,"Chadwell Street, Angel",003471,51.53051587,-0.106408455,true,false,1279700940000,,false,13,13,0,5,18
255,"Clifton Road, Maida Vale",001147,51.52557531,-0.179592915,true,false,1279702560000,,false,22,21,1,0,22
256,"Houghton Street, Strand",003484,51.51362054,-0.116764211,true,false,1279708020000,,false,0,0,0,15,15
257,"Westminster University, Marylebone",001194,51.52248185,-0.154907218,true,false,1279708140000,,false,1,1,0,15,16
258,"Kensington Gore, Knightsbridge",001193,51.50143293,-0.178656971,true,false,1279708380000,,false,1,0,1,22,23
259,"Bourne Street, Belgravia",001180,51.490959,-0.1532331,true,false,1279709100000,,false,8,8,0,8,16
260,"Broadwick Street, Soho",003489,51.5136846,-0.135580879,true,false,1279711020000,,false,5,3,2,13,18
261,"Princes Square, Bayswater",003491,51.5134891,-0.191351186,true,false,1279711200000,,false,8,7,1,8,16
262,"LSBU (Borough Road), Elephant & Castle",001095,51.49874469,-0.103132904,true,false,1279711620000,,false,22,22,0,13,35
263,"St. Mary Axe, Aldgate",001184,51.51422502,-0.080660083,true,false,1279712160000,,false,1,0,1,20,21
264,"Tysoe Street, Clerkenwell",001146,51.52644342,-0.109256828,true,false,1279712520000,,false,14,12,2,6,20
265,"Southwick Street, Paddington",003490,51.51595344,-0.169249375,true,false,1279714320000,,false,7,7,0,10,17
266,"Queen's Gate (North), Kensington",001204,51.50102668,-0.180246101,true,false,1279714560000,,false,0,0,0,41,41
267,"Regency Street, Westminster",001155,51.49206037,-0.132224622,true,false,1279714740000,,false,20,19,1,2,22
268,"Belgrave Road, Victoria",001087,51.49320445,-0.144132875,true,false,1279714920000,,false,23,23,0,6,29
269,"Empire Square, The Borough",001209,51.50082346,-0.089740764,true,false,1279715100000,,false,32,31,1,14,46
270,"Kennington Lane Rail Bridge, Vauxhall",001190,51.4863434,-0.122492418,true,false,1279720380000,,false,25,25,0,6,31
271,"London Zoo,  The Regent's Park",001136,51.53583617,-0.156285395,true,false,1279720920000,,false,6,6,0,26,32
272,"Baylis Road, Waterloo",001133,51.50144456,-0.110699309,true,false,1279721220000,,false,18,15,3,4,22
273,"Belvedere Road 1, South Bank",001186,51.50613324,-0.114686385,true,false,1279721400000,,false,30,30,0,8,38
274,"Warwick Road, Olympia",001134,51.49671237,-0.20528437,true,false,1279721580000,,false,27,25,2,9,36
275,"Barbican Centre, Barbican",001191,51.52004497,-0.092176447,true,false,1279721880000,,false,6,6,0,13,19
276,"Lower Thames Street, Monument",001098,51.50930161,-0.084985356,true,false,1279723200000,,false,16,16,0,8,24
277,"Kensington Church Street, Kensington",001143,51.50315739,-0.191496313,true,false,1279723320000,,false,11,11,0,6,17
278,"Tooley Street, Bermondsey",001142,51.5034938,-0.07962099,true,false,1279723500000,,false,17,16,1,10,27
279,"North Wharf Road, Paddington",001108,51.51862243,-0.176645823,true,false,1279723740000,,false,2,2,0,23,25
280,"Royal Avenue 2, Chelsea",003462,51.490083,-0.162418,true,false,1279726440000,,false,7,5,2,3,10
281,"Smith Square, Westminster",003480,51.49580589,-0.127575233,true,false,1279726620000,,false,3,3,0,15,18
282,"Royal London Hospital, Whitechapel",001077,51.518675,-0.06111,true,false,1279726980000,,false,29,29,0,13,42
283,"Kingsway, Covent Garden",001141,51.51440928,-0.118478757,true,false,1279727220000,,false,5,5,0,11,16
284,"Lambeth North Station, Waterloo",001117,51.49914063,-0.112031483,true,false,1279727580000,,false,17,17,0,3,20
286,"St. John's Wood Road, St. John's Wood",001187,51.5272947,-0.174653609,true,false,1279727880000,,false,18,17,1,17,35
287,"Bedford Way, Bloomsbury",001156,51.52367314,-0.128377673,true,false,1279728060000,,false,15,15,0,8,23
288,"Elizabeth Bridge, Victoria",001138,51.49236962,-0.147478734,true,false,1279793820000,,false,12,12,0,22,34
289,"South Audley Street, Mayfair",003493,51.50923022,-0.151296092,true,false,1279794060000,,false,5,4,1,10,15
290,"St Mary's Hospital, Paddington",003496,51.518268,-0.17110323,true,false,1279795140000,,false,10,9,1,10,20
291,"Claverton Street, Pimlico",001135,51.48483991,-0.138089062,true,false,1279800420000,,false,9,9,0,23,32
292,"Montpelier Street, Knightsbridge",001206,51.49888404,-0.165471605,true,false,1279800600000,,false,1,1,0,15,16
293,"Kensington Olympia Station, Olympia",001214,51.49815779,-0.209494128,true,false,1279800780000,,false,15,15,0,10,25
294,"St. George's Square, Pimlico",001195,51.488226,-0.135635511,true,false,1279800900000,,false,15,15,0,1,16
295,"Swan Street, The Borough",001216,51.50029631,-0.092762704,true,false,1279801080000,,false,25,25,0,2,27
296,"Knaresborough Place, Earl's Court",200069,51.49363156,-0.190603326,true,false,1377258960000,,false,7,7,0,11,18
297,"Geraldine Street, Elephant & Castle",003498,51.49612799,-0.106000855,true,false,1279801560000,,false,13,12,1,4,17
298,"Curlew Street, Shad Thames",001213,51.50227992,-0.074189225,true,false,1279805640000,,false,13,13,0,8,21
299,"Vincent Square, Westminster",001196,51.49398524,-0.136928582,true,false,1279808160000,,false,19,19,0,0,19
300,"Serpentine Car Park, Hyde Park",001217,51.505014,-0.17306032,true,false,1279808700000,,false,0,0,0,18,18
301,"Marylebone Lane, Marylebone",001152,51.51475963,-0.148105415,true,false,1279809000000,,false,1,1,0,23,24
302,"Putney Pier, Wandsworth",003492,51.466907,-0.216573,true,false,1279812360000,,false,16,12,4,12,28
303,"Albert Gate, Hyde Park",001132,51.50295379,-0.158456089,true,false,1279812720000,,false,28,28,0,6,34
306,"Rathbone Street, Fitzrovia",003497,51.51816295,-0.135025698,true,false,1279816260000,,false,9,8,1,7,16
307,"Black Lion Gate, Kensington Gardens",001157,51.50990837,-0.187842717,true,false,1279816500000,,false,14,14,0,10,24
308,"Long Lane , Bermondsey",001189,51.49907558,-0.085666316,true,false,1279816740000,,false,18,18,0,2,20
309,"Embankment (Savoy), Strand",001192,51.50963123,-0.119047563,true,false,1279875060000,,false,37,37,0,4,41
310,"Black Prince Road, Vauxhall",001205,51.4908679,-0.116911864,true,false,1279879560000,,false,12,12,0,7,19
311,"Foley Street, Fitzrovia",003494,51.51918144,-0.140485596,true,false,1279880100000,,false,2,2,0,22,24
312,"Grove End Road, St. John's Wood",001130,51.53088935,-0.176770502,true,false,1279880340000,,false,7,6,1,13,20
313,"Wells Street, Fitzrovia",003495,51.51734403,-0.138072691,true,false,1279880520000,,false,20,20,0,18,38
314,"Tyers Gate, Bermondsey",003485,51.50088934,-0.083159352,true,false,1279884480000,,false,31,30,1,5,36
315,"The Tennis Courts, The Regent's Park",001199,51.52536703,-0.153463612,true,false,1279884660000,,false,3,3,0,13,16
316,"Warwick Row, Westminster",000968,51.497998,-0.14296064,true,false,1279884840000,1539845760000,false,15,15,0,5,20
317,"Dickens Square, Borough",001208,51.49679128,-0.093913472,true,false,1279885080000,,false,28,28,0,4,32
318,"Sackville Street, Mayfair",001197,51.51004801,-0.138846453,true,false,1279885320000,,false,2,1,1,16,18
319,"Baldwin Street, St. Luke's",003500,51.52702563,-0.088542771,true,false,1279890360000,,false,21,21,0,0,21
320,"Queen Mother Sports Centre, Victoria",001148,51.49357351,-0.139956043,true,false,1279890840000,,false,21,19,2,5,26
321,"Bermondsey Street, Bermondsey",002637,51.49785559,-0.081608045,true,false,1279891020000,,false,24,24,0,0,24
322,"Palissy Street, Shoreditch",003502,51.526293,-0.073955,true,false,1279891920000,,false,26,26,0,0,26
323,"Clifton Street, Shoreditch",003501,51.523196,-0.083067,true,false,1279892040000,,false,3,2,1,21,24
324,"Ontario Street, Elephant & Castle",001200,51.49652013,-0.101384068,true,false,1279894920000,,false,14,14,0,1,15
325,"St. Martin's Street, West End",001158,51.50908747,-0.129697889,true,false,1279896660000,,false,13,12,1,5,18
326,"Graham Street, Angel",001131,51.53266186,-0.099981142,true,false,1279896840000,,false,25,25,0,1,26
328,"New North Road 2, Hoxton",002641,51.53114,-0.086016,true,false,1280133540000,,false,10,9,1,12,22
329,"Prince Albert Road, The Regent's Park",002636,51.53589283,-0.160854428,true,false,1280133720000,,false,4,3,1,20,24
330,"Eastbourne Mews, Paddington",001203,51.51641749,-0.179135079,true,false,1280141280000,,false,24,23,1,10,34
331,"Bunhill Row, Moorgate",001211,51.52085887,-0.089887855,true,false,1280141460000,,false,12,12,0,18,30
332,"Nevern Place, Earl's Court",001210,51.49334336,-0.194757949,true,false,1280142360000,,false,18,17,1,2,20
333,"Palace Gardens Terrace, Notting Hill",002633,51.50860544,-0.193764092,true,false,1280142540000,,false,27,27,0,10,37
334,"Concert Hall Approach 1, South Bank",002635,51.505044,-0.115851,true,false,1280147580000,,false,5,5,0,5,10
335,"Tavistock Street, Covent Garden",001207,51.51196803,-0.120718759,true,false,1280152560000,,false,26,25,1,7,33
336,"Concert Hall Approach 2, South Bank",001212,51.504942,-0.115533,true,false,1280152800000,,false,17,17,0,1,18
337,"Pembridge Villas, Notting Hill",002589,51.51108452,-0.197524944,true,false,1280153100000,,false,2,2,0,14,16
338,"Wellington Street , Strand",001202,51.51175646,-0.119643424,true,false,1280158740000,,false,5,5,0,19,24
339,"Risinghill Street, Angel",001127,51.5333196,-0.1117812,true,false,1280160600000,,false,21,18,3,4,25
340,"Bank of England Museum, Bank",001201,51.51444134,-0.087587447,true,false,1280248620000,,false,0,0,0,16,16
343,"London Zoo Car Park, The Regent's Park",001188,51.53692216,-0.150181444,true,false,1280224260000,,false,5,5,0,31,36
344,"Goswell Road (City Uni), Finsbury",001222,51.528246,-0.10102611,true,false,1280226120000,,false,16,16,0,1,17
345,"Flood Street, Chelsea",001218,51.48802358,-0.166878535,true,false,1280229720000,,false,14,14,0,19,33
347,"Lower Marsh, Waterloo",001219,51.50013942,-0.113936001,true,false,1283762460000,,false,15,15,0,2,17
348,"Grosvenor Square, Mayfair",010627,51.51217033,-0.150481272,true,false,1284540540000,,false,0,0,0,17,17
349,"St. George Street, Mayfair",001221,51.51196,-0.142783033,true,false,1284543120000,,false,3,3,0,15,18
350,"Queen's Gate, Kensington Gardens",001231,51.5017154373867,-0.1798541843891,true,false,1285756260000,,false,10,9,1,11,21
351,"Macclesfield Rd, St Lukes",001226,51.529423,-0.097122,true,false,1286790480000,,false,27,27,0,1,28
352,"Vauxhall Street, Vauxhall",001224,51.486965,-0.116625,true,false,1286796360000,,false,12,12,0,7,19
353,"Greycoat Street , Westminster",010623,51.49459148,-0.134234258,true,false,1287652080000,,false,12,11,1,5,17
354,"Northumberland Avenue, Strand",001097,51.506767,-0.123702,true,false,,,false,19,19,0,18,37
355,"Clapham Common Station, Clapham Common",002694,51.461388,-0.13922146,true,false,1287752460000,,false,11,10,1,10,21
356,"South Kensington Station, South Kensington",002685,51.494412,-0.173881,true,false,1288009080000,,false,1,1,0,14,15
357,"Howland Street, Fitzrovia",002691,51.520994,-0.139016,true,false,1288092420000,,false,2,2,0,28,30
358,"High Holborn , Covent Garden",001229,51.516226,-0.124826,true,false,1290079860000,,false,5,4,1,15,20
359,"Butler Place, Westminster",002662,51.49782999,-0.135440826,true,false,1288950960000,,false,0,0,0,18,18
360,"Howick Place, Westminster",002666,51.49675303,-0.138733562,true,false,1288958160000,,false,17,17,0,10,27
361,"Waterloo Station 2, Waterloo",002692,51.50391973,-0.11342629,true,false,1291902600000,,false,55,40,15,0,55
362,"Royal College Street, Camden Town",002686,51.536264,-0.133952,true,false,1290080220000,,false,15,15,0,42,57
364,"Store Street, Bloomsbury",003507,51.519572,-0.13214036,true,false,1290080640000,,false,0,0,0,32,32
365,"City Road, Angel",002690,51.530344,-0.100168,true,false,1290603600000,,false,45,45,0,2,47
366,"Millennium Hotel, Mayfair",001230,51.5109192966489,-0.1511263847351,true,false,1290686880000,,false,7,7,0,20,27
367,"Harrowby Street, Marylebone",002680,51.5173721,-0.1642075,true,false,,,false,7,6,1,9,16
368,"Harriet Street, Knightsbridge",002681,51.50024195,-0.15934065,true,false,1291201680000,,false,12,12,0,13,25
370,"Paddington Green, Paddington",002670,51.520205,-0.174593,true,false,1291647300000,,false,3,3,0,17,20
371,"King Edward Walk, Waterloo",002639,51.49775,-0.10988,true,false,1291712820000,,false,22,22,0,0,22
372,"Sardinia Street, Holborn",002649,51.515208,-0.117863,true,false,1291713000000,,false,0,0,0,24,24
373,"Prince Consort Road, Knightsbridge",003499,51.49980661,-0.176415994,true,false,1295428320000,,false,1,1,0,17,18
374,"Waterloo Station 1, Waterloo",002696,51.50402794,-0.11386436,true,false,1291725720000,,false,35,33,2,1,36
375,"Kensington Town Hall, Kensington",010632,51.50194596,-0.194392952,true,false,1291805820000,,false,0,0,0,18,18
376,"Millbank Tower, Pimlico",002683,51.49188409,-0.125674815,true,false,1294660980000,,false,6,6,0,18,24
377,"Waterloo Bridge, South Bank",002648,51.50535447,-0.113656543,true,false,1295265420000,,false,9,9,0,6,15
378,"Natural History Museum, South Kensington",002677,51.49559291,-0.179077626,true,false,1296121500000,,false,2,2,0,40,42
379,"Turquoise Island, Notting Hill",002682,51.51431171,-0.200838199,true,false,1296121680000,,false,7,7,0,14,21
380,"Stanhope Gate, Mayfair",003506,51.50686435,-0.150666888,true,false,1296125400000,,false,9,9,0,12,21
381,"Charlotte Street, Fitzrovia",002669,51.51953043,-0.13577731,true,false,1296203760000,,false,7,7,0,7,14
382,"Farm Street, Mayfair",002678,51.50935171,-0.14744969,true,false,1297159320000,,false,5,4,1,10,15
383,"Frith Street, Soho",002660,51.51310333,-0.13121385,true,false,1296649200000,,false,15,15,0,3,18
384,"Marloes Road, Kensington",003505,51.496481,-0.192404,true,false,1296731880000,,false,3,3,0,12,15
386,"Moor Street, Soho",003504,51.51352755,-0.130110822,true,false,1296732540000,,false,5,5,0,11,16
387,"Fire Brigade Pier, Vauxhall",002703,51.49369988,-0.121394101,true,false,1297077540000,,false,18,17,1,12,30
388,"Southampton Street, Strand",001228,51.51070161,-0.121723604,true,false,1297182180000,,false,1,1,0,13,14
389,"Upper Grosvenor Street, Mayfair",010621,51.51013066,-0.155757901,true,false,1297347960000,,false,13,11,2,5,18
390,"Buxton Street 1, Shoreditch",001223,51.521776,-0.068856,true,false,1297764360000,,false,37,37,0,4,41
391,"Clifford Street, Mayfair",002688,51.51066202,-0.142345694,true,false,1297956480000,1539846000000,false,3,3,0,14,17
392,"Imperial College, Knightsbridge",001220,51.49942855,-0.179702476,true,false,1297958700000,,false,0,0,0,21,21
393,"Snow Hill, Farringdon",002699,51.51733427,-0.103604248,true,false,1298545440000,,false,0,0,0,15,15
394,"Aberdeen Place, St. John's Wood",002698,51.524826,-0.176268,true,false,,,false,18,17,1,0,18
395,"Cadogan Gardens, Chelsea",002695,51.492462,-0.159919,true,false,1298908800000,,false,4,4,0,11,15
396,"Shouldham Street, Marylebone",002693,51.51809,-0.163609,true,false,1299075120000,,false,7,5,2,9,16
397,"Devonshire Terrace, Bayswater",001227,51.51348,-0.17977,true,false,1299075900000,,false,5,4,1,11,16
398,"Holland Park, Kensington",010631,51.502319,-0.200742,true,false,1299076440000,,false,7,7,0,23,30
399,"Brick Lane Market, Shoreditch",002687,51.52261762,-0.071653961,true,false,1299582900000,,false,18,18,0,6,24
400,"George Street, Marylebone",001225,51.517703,-0.154106,true,false,1299583260000,,false,4,3,1,23,27
401,"Columbia Road, Shoreditch",002701,51.528187,-0.075375,true,false,1299592500000,,false,9,9,0,15,24
402,"Penfold Street, Marylebone",010625,51.52289229,-0.171681991,true,false,1299592860000,,false,2,2,0,13,15
403,"George Place Mews, Marylebone",010630,51.51689296,-0.158249929,true,false,1299593640000,,false,0,0,0,16,16
404,"Palace Gate, Kensington Gardens",001110,51.50204238,-0.184400221,true,false,1299669180000,,false,6,6,0,7,13
405,"Gloucester Road Station, South Kensington",001107,51.49418566,-0.18267094,true,false,1299669300000,,false,7,7,0,8,15
408,"Sun Street, Liverpool Street",001129,51.520009,-0.083935724,true,false,,,false,0,0,0,24,24
409,"Strata, Elephant & Castle",010624,51.493146,-0.099828,true,false,,,false,22,22,0,19,41
410,"Edgware Road Station, Marylebone",001058,51.519968,-0.169774,true,false,,,false,18,18,0,46,64
411,"Rotherhithe Roundabout, Rotherhithe",010629,51.499169,-0.055846029,true,false,,,false,13,13,0,6,19
412,"Cleaver Street, Kennington",010628,51.488105,-0.110121,true,false,1302006180000,,false,13,13,0,4,17
419,"Chelsea Bridge, Pimlico",022160,51.485821,-0.149004,true,false,1308735300000,,false,4,3,1,11,15
420,"Southwark Station 1, Southwark",022162,51.504043,-0.105312,true,false,1309258380000,,false,19,16,3,18,37
421,"Southwark Station 2, Southwark",022163,51.504044,-0.104778,true,false,1309258440000,,false,24,24,0,21,45
423,"Eaton Square (South), Belgravia",022164,51.49456127,-0.15393398,true,false,1309860240000,,false,19,19,0,12,31
424,"Ebury Bridge, Pimlico",022159,51.490491,-0.149186,true,false,1324551120000,,false,26,25,1,3,29
426,"Vincent Street, Pimlico",022161,51.493072,-0.129925,true,false,1310463720000,,false,5,5,0,12,17
427,"Cheapside, Bank",022180,51.51397065,-0.09294031,true,false,1310725680000,,false,4,4,0,39,43
428,"Exhibition Road, Knightsbridge",022179,51.499917,-0.174554,true,false,1318496100000,,false,4,3,1,16,20
430,"South Parade, Chelsea",022182,51.48902,-0.17524,true,false,1324549980000,,false,5,5,0,13,18
431,"Crinan Street, King's Cross",022183,51.534474,-0.122203,true,false,1323355020000,,false,13,12,1,7,20
432,"Exhibition Road Museums 1, South Kensington",022158,51.496468,-0.17379696,true,false,1319448720000,,false,0,0,0,13,13
433,"Wren Street, Holborn",022169,51.524564,-0.116279,true,false,1323361560000,,false,5,5,0,28,33
435,"Kennington Station, Kennington",022170,51.488852,-0.105593,true,false,1323346020000,,false,19,19,0,4,23
436,"Red Lion Street, Holborn",022171,51.51824,-0.11655,true,false,1323350220000,,false,2,2,0,34,36
437,"Vauxhall Walk, Vauxhall",200056,51.488124,-0.120903,true,false,1325746380000,,false,26,26,0,1,27
439,"Killick Street, King's Cross",200053,51.5338,-0.118677,true,false,1325705460000,,false,12,12,0,10,22
440,"Kennington Oval, Oval",200032,51.483145,-0.113134,true,false,1325708160000,,false,24,23,1,9,33
441,"Sail Street, Vauxhall",200039,51.495656,-0.114605,true,false,1325711220000,,false,8,8,0,16,24
442,"Walmer Road, Avondale",200035,51.510101,-0.211358,true,false,1325940420000,,false,15,14,1,9,24
443,"Philpot Street, Whitechapel",200033,51.515256,-0.058641,true,false,1325941800000,,false,10,10,0,20,30
444,"Bethnal Green Garden, Bethnal Green",200047,51.52568,-0.055312,true,false,1325944680000,,false,20,19,1,4,24
445,"Cheshire Street, Bethnal Green",200003,51.52388,-0.065076,true,false,1325945820000,,false,25,25,0,3,28
446,"York Hall, Bethnal Green",200042,51.528936,-0.055894,true,false,1325948880000,,false,5,5,0,22,27
447,"Jubilee Crescent, Cubitt Town",200054,51.493381,-0.007542,true,false,1325949000000,,false,10,9,1,44,54
448,"Fisherman's Walk West, Canary Wharf",022165,51.50623,-0.02296,true,false,1325952660000,,false,27,26,1,9,36
449,"Shadwell Station, Shadwell",200020,51.511088,-0.057159,true,false,1325952900000,,false,17,16,1,18,35
450,"Jubilee Street, Stepney",200002,51.515975,-0.053177,true,false,1326105240000,,false,8,7,1,20,28
451,"Hermitage Court, Wapping",200021,51.504719,-0.063531,true,false,1325501400000,,false,10,10,0,6,16
452,"St. Katharine's Way, Tower",200049,51.505697,-0.070542,true,false,1326109140000,,false,22,21,1,2,24
453,"Garnet Street, Shadwell",200045,51.508447,-0.055167,true,false,1326111060000,,false,21,21,0,3,24
454,"Napier Avenue, Millwall",200046,51.487679,-0.021582,true,false,1326115380000,,false,12,12,0,8,20
455,"East Ferry Road, Cubitt Town",200031,51.49447,-0.014409,true,false,1326117780000,,false,11,11,0,6,17
456,"Parkway, Camden Town",200118,51.538071,-0.144664,true,false,1326197580000,,false,7,5,2,26,33
457,"Castlehaven Road, Camden Town",200016,51.542138,-0.145393,true,false,1326203280000,,false,22,21,1,7,29
458,"Wapping Lane, Wapping",200034,51.504749,-0.057544,true,false,1326294780000,,false,28,28,0,0,28
459,"Gunmakers Lane, Old Ford",200014,51.535179,-0.03338,true,false,,,false,6,6,0,11,17
460,"Burdett Road, Mile End",200123,51.516196,-0.029138,true,false,1326284820000,,false,26,26,0,7,33
461,"Aston Street, Stepney",200013,51.516,-0.038775,true,false,1326293640000,,true,7,6,1,19,26
462,"Bonny Street, Camden Town",200105,51.541603,-0.138853,true,false,1326294600000,,false,8,6,2,37,45
463,"Thurtle Road, Haggerston",200093,51.534776,-0.071881,true,false,,,false,10,8,2,12,22
464,"St. Mary & St. Michael Church, Stepney",200082,51.51417,-0.052099,true,false,1326304980000,,false,6,6,0,19,25
465,"Pitfield Street North,Hoxton",200152,51.53558,-0.08249,true,false,1333613280000,,false,21,20,1,7,28
466,"Whiston Road, Haggerston",200158,51.534464,-0.076341,true,false,1326360000000,,false,8,7,1,13,21
467,"Southern Grove, Bow",200168,51.523538,-0.030556,true,false,1326374040000,,false,0,0,0,17,17
468,"Cantrell Road, Bow",200150,51.521564,-0.022694,true,false,1326375720000,,false,11,11,0,13,24
469,"Lindfield Street, Poplar",022178,51.513757,-0.020467,true,false,1326381060000,,false,10,9,1,34,44
470,"Mostyn Grove, Bow",200174,51.530535,-0.025492,true,false,1326790620000,,false,7,6,1,39,46
471,"Hewison Street, Old Ford",200006,51.533283,-0.028155,true,false,1326790860000,,false,19,17,2,0,19
472,"Malmesbury Road, Bow",200019,51.529452,-0.027616,true,false,1326791160000,,false,1,1,0,20,21
473,"Millharbour, Millwall",022167,51.496137,-0.019355,true,false,1326816540000,,false,16,15,1,3,19
474,"Gascoyne Road, Victoria Park",200155,51.541515,-0.038557746,true,false,1326822960000,,false,10,8,2,10,20
475,"Lightermans Road, Millwall",200004,51.499041,-0.020157,true,false,1326825480000,,false,30,30,0,1,31
476,"Stebondale Street, Cubitt Town",200009,51.489096,-0.009205,true,false,1326962100000,,false,29,29,0,0,29
477,"Spindrift Avenue, Millwall",200018,51.49109,-0.018716,true,false,1326963780000,,false,19,18,1,17,36
478,"Stepney Green Station, Stepney",200012,51.521889,-0.04667,true,false,1326965580000,,false,3,3,0,18,21
479,"Pott Street, Bethnal Green",200156,51.527152,-0.058005,true,false,1326966240000,,false,14,14,0,6,20
480,"Flamborough Street, Limehouse",200115,51.5128711,-0.0389866,true,false,1326975420000,,false,10,10,0,15,25
481,"Saunders Ness Road, Cubitt Town",200022,51.487129,-0.0090011,true,false,1326996480000,,false,35,35,0,0,35
482,"Exhibition Road Museums 2, South Kensington",200052,51.495947,-0.17368958,true,false,1326996720000,,false,2,2,0,12,14
483,"Albert Gardens, Stepney",022166,51.51328,-0.047784,true,false,1327088280000,,false,13,11,2,20,33
484,"Bromley High Street, Bow",022172,51.528828,-0.013258,true,false,1327339740000,,false,17,16,1,7,24
485,"Old Ford Road, Bethnal Green",022173,51.531127,-0.048017,true,false,1327255440000,,false,2,1,1,22,24
486,"Granby Street, Shoreditch",022174,51.525645,-0.069543,true,false,1327338660000,,false,23,22,1,14,37
487,"Canton Street, Poplar",022175,51.511811,-0.025626,true,false,1327936860000,,false,4,4,0,19,23
488,"Reardon Street, Wapping",022176,51.506946,-0.058681,true,false,1327254960000,,false,22,22,0,0,22
490,"Pennington Street, Wapping",200090,51.508622,-0.065006,true,false,,,false,24,24,0,21,45
491,"Queen Mary's, Mile End",200249,51.522507,-0.041378,true,false,1327256220000,,false,4,4,0,41,45
492,"Maplin Street, Mile End",200230,51.525501,-0.032267204,true,false,1327256520000,,false,0,0,0,39,39
494,"South Quay East, Canary Wharf",200233,51.50196,-0.016251,true,false,1327433220000,,false,28,28,0,8,36
495,"Bow Church Station, Bow",200252,51.528169,-0.018703,true,false,1327340460000,,false,6,6,0,33,39
496,"Devons Road, Bow",200255,51.52512,-0.015578,true,false,1327400820000,,false,35,34,1,4,39
497,"Merchant Street, Bow",200242,51.526578,-0.027581,true,false,1327398420000,,false,5,5,0,22,27
498,"Bow Road Station, Bow",200251,51.527058,-0.025296,true,false,1327398660000,,false,3,3,0,38,41
499,"Furze Green, Bow",200011,51.519265,-0.021345,true,false,1327407960000,,false,11,11,0,25,36
500,"Ansell House, Stepney",200148,51.520019,-0.05438,true,false,1327430040000,,false,4,3,1,37,41
501,"Cephas Street, Bethnal Green",200073,51.522561,-0.054883,true,false,1327430220000,,false,7,5,2,17,24
502,"Bonner Gate, Victoria Park",200241,51.53341,-0.049591815,true,false,1563957840000,,false,2,2,0,19,21
503,"Cleveland Way, Stepney",200250,51.520893,-0.051394,true,false,1327492920000,,false,13,13,0,23,36
504,"St. John's Park, Cubitt Town",200243,51.496454,-0.009506,true,false,1327937820000,,false,3,3,0,27,30
505,"Ackroyd Drive, Bow",200038,51.520398,-0.026768,true,false,1327937460000,,false,7,5,2,22,29
506,"Bell Lane, Liverpool Street",200036,51.517475,-0.075855,true,false,1327938660000,,false,16,16,0,7,23
507,"Clarkson Street, Bethnal Green",200131,51.528692,-0.059091,true,false,1327938420000,,false,5,4,1,26,31
508,"Fournier Street, Whitechapel",200157,51.519362,-0.074431,true,false,1327938180000,,false,13,13,0,5,18
509,"Fore Street, Guildhall",200253,51.517842,-0.090075,true,false,1327938120000,,false,1,1,0,18,19
510,"Westferry DLR, Limehouse",200238,51.509303,-0.025996,true,false,,,false,39,38,1,2,41
511,"Sutton Street, Shadwell",200256,51.511066,-0.053558,true,false,1327937940000,,false,25,25,0,8,33
512,"Pritchard's Road, Bethnal Green",200083,51.532091,-0.06142,true,false,1328112600000,,false,9,9,0,21,30
513,"Watney Market, Stepney",200162,51.5142228,-0.055656,true,false,,,false,46,46,0,5,51
514,"Portman Square, Marylebone",200008,51.516204,-0.155525,true,false,1328201520000,,false,3,3,0,14,17
515,"Russell Gardens, Olympia",200080,51.500088,-0.211316,true,false,,,false,5,4,1,19,24
516,"Chrisp Street Market, Poplar",200089,51.5112,-0.014438,true,false,1328202420000,,false,11,11,0,7,18
517,"Ford Road, Old Ford",200027,51.532513,-0.033085,true,false,1326790860000,,false,12,11,1,6,18
518,"Antill Road, Mile End",200041,51.528224,-0.037471,true,false,,,false,4,1,3,26,30
519,"Teviot Street, Poplar",200254,51.518811,-0.011662,true,false,,,false,25,25,0,8,33
520,"Bancroft Road, Bethnal Green",200234,51.526041,-0.047218,true,false,,,false,21,21,0,0,21
521,"Driffield Road, Old Ford",200030,51.534137,-0.037366,true,false,,,false,8,8,0,11,19
522,"Clinton Road, Mile End",200161,51.525941,-0.036017,true,false,,,false,28,28,0,8,36
523,"Langdon Park, Poplar",200160,51.51549,-0.013475,true,false,,,false,23,23,0,1,24
524,"Lancaster Gate , Bayswater",200017,51.511654,-0.179668,true,false,1328515080000,,false,18,18,0,20,38
525,"Blythe Road, Olympia",200153,51.496927,-0.21350087,true,false,1643301180000,,false,10,9,1,14,24
526,"Lancaster Drive, Blackwall",200143,51.503143,-0.008428,true,false,,,false,21,20,1,6,27
527,"Hansard Mews, Holland Park",200154,51.503802,-0.215808,true,false,1328777280000,,false,17,16,1,3,20
528,"Clarges Street, Mayfair",200088,51.507326,-0.145827,true,false,1328777880000,,false,3,3,0,13,16
529,"Manresa Road, Chelsea",200010,51.486892,-0.170983,true,false,,,false,8,8,0,10,18
530,"Newby Place, Poplar",200146,51.508896,-0.012413,true,false,,,false,8,8,0,10,18
